notation	description	uri
IU 1000 - IU 5000	Italienische Literatur im 15. und 16. Jahrhundert	https://th-wildau.de/rvk-short/IU1000-IU5000
IU 5500 - IU 9950	Italienische Literatur im 17. und 18. Jahrhundert	https://th-wildau.de/rvk-short/IU5500-IU9950
IV 1000 - IV 2600	Italienische Literatur im 19. Jahrhundert	https://th-wildau.de/rvk-short/IV1000-IV2600
IV 2620 - IV 51280	Italienische Literatur im 20. Jahrhundert	https://th-wildau.de/rvk-short/IV2620-IV51280
IV 52000 - IV 62000	Italienische Literatur des 21. Jahrhunderts	https://th-wildau.de/rvk-short/IV52000-IV62000
IW 1000 - IW 3000	Sardische Sprache und Literatur	https://th-wildau.de/rvk-short/IW1000-IW3000
IW 1000	Bibliografie	https://th-wildau.de/rvk-short/IW1000
IW 1010	Enzyklopädie, Nachschlagewerke	https://th-wildau.de/rvk-short/IW1010
IW 1030	Landeskunde	https://th-wildau.de/rvk-short/IW1030
IW 1060	Geschichte	https://th-wildau.de/rvk-short/IW1060
IW 1150	Einführungen, Handbücher	https://th-wildau.de/rvk-short/IW1150
IW 1160	Sammelwerke und Festschriften	https://th-wildau.de/rvk-short/IW1160
IW 1200 - IW 2029	Sardische Sprache	https://th-wildau.de/rvk-short/IW1200-IW2029
IW 2200 - IW 3000	Sardische Literatur	https://th-wildau.de/rvk-short/IW2200-IW3000
IW 4000 - IW 9991	Rätoromanische Sprache und Literatur	https://th-wildau.de/rvk-short/IW4000-IW9991
IW 4000	Bibliografie	https://th-wildau.de/rvk-short/IW4000
IW 4010	Enzyklopädie, Nachschlagewerke	https://th-wildau.de/rvk-short/IW4010
IW 4030	Landeskunde	https://th-wildau.de/rvk-short/IW4030
IW 4061	Geschichte	https://th-wildau.de/rvk-short/IW4061
IW 4100	Einführungen, Handbücher	https://th-wildau.de/rvk-short/IW4100
IW 4155	Sammelwerke und Festschriften	https://th-wildau.de/rvk-short/IW4155
IW 4157	Aufsatzsammlungen	https://th-wildau.de/rvk-short/IW4157
IW 4160	Nichtliterarische Texte (z.B. Bibeln, Gesetzessammlungen, Fachliteratur)	https://th-wildau.de/rvk-short/IW4160
IW 4172 - IW 4190	Didaktik	https://th-wildau.de/rvk-short/IW4172-IW4190
IW 4200 - IW 5980	Rätoromanische Sprache	https://th-wildau.de/rvk-short/IW4200-IW5980
IW 6000 - IW 9991	Rätoromanische Literatur	https://th-wildau.de/rvk-short/IW6000-IW9991
IX	Rumänische Sprache und Literatur	https://th-wildau.de/rvk-short/IX
IX 1000	Bibliografie	https://th-wildau.de/rvk-short/IX1000
IX 1010	Enzyklopädie, Nachschlagewerke	https://th-wildau.de/rvk-short/IX1010
IX 1030	Landeskunde	https://th-wildau.de/rvk-short/IX1030
IX 1060	Geschichte	https://th-wildau.de/rvk-short/IX1060
IX 1080	Sozial- und Kulturgeschichte	https://th-wildau.de/rvk-short/IX1080
IX 1090	Nichtliterarische Texte (z.B. Bibeln, Gesetzessammlungen, Fachliteratur)	https://th-wildau.de/rvk-short/IX1090
IX 1100	Einführungen, Handbücher	https://th-wildau.de/rvk-short/IX1100
IX 1160	Sammelwerke und Festschriften	https://th-wildau.de/rvk-short/IX1160
IX 1165	Aufsatzsammlungen	https://th-wildau.de/rvk-short/IX1165
IX 1172 - IX 1190	Didaktik	https://th-wildau.de/rvk-short/IX1172-IX1190
IX 1191 - IX 2600	Rumänische Sprache	https://th-wildau.de/rvk-short/IX1191-IX2600
IX 3000 - IX 3995	Rumänische Literatur im allgemeinen	https://th-wildau.de/rvk-short/IX3000-IX3995
IX 4000 - IX 4999	Rumänische Literatur bis zum 18. Jahrhundert	https://th-wildau.de/rvk-short/IX4000-IX4999
IX 5000 - IX 8350	Rumänische Literatur im 19. und 20. Jahrhundert	https://th-wildau.de/rvk-short/IX5000-IX8350
IX 9000 - IX 9900	Rumänische Literatur im 21. Jahrhundert	https://th-wildau.de/rvk-short/IX9000-IX9900
IZ 7000 - IZ 9999	Galicische Sprache und Literatur	https://th-wildau.de/rvk-short/IZ7000-IZ9999
IZ 7000	Bibliografie	https://th-wildau.de/rvk-short/IZ7000
IZ 7010	Enzyklopädie, Nachschlagewerke	https://th-wildau.de/rvk-short/IZ7010
IZ 7020	Galicisch allgemein	https://th-wildau.de/rvk-short/IZ7020
IZ 7030	Landeskunde	https://th-wildau.de/rvk-short/IZ7030
IZ 7040	Geschichte	https://th-wildau.de/rvk-short/IZ7040
IZ 7050	Nichtliterarische Texte	https://th-wildau.de/rvk-short/IZ7050
IZ 7100	Einführungen, Handbücher	https://th-wildau.de/rvk-short/IZ7100
IZ 7110	Sammelwerke und Festschriften	https://th-wildau.de/rvk-short/IZ7110
IZ 7150 - IZ 7170	Didaktik	https://th-wildau.de/rvk-short/IZ7150-IZ7170
IZ 7200 - IZ 7999	Galicische Sprache	https://th-wildau.de/rvk-short/IZ7200-IZ7999
IZ 8000 - IZ 8999	Galicische Literatur	https://th-wildau.de/rvk-short/IZ8000-IZ8999
IZ 9000 - IZ 9998	Einzelne Autoren	https://th-wildau.de/rvk-short/IZ9000-IZ9998
K	Slawistik	https://th-wildau.de/rvk-short/K
KA 1000	Zeitschriften	https://th-wildau.de/rvk-short/KA1000
KC 1000 - KC 2395	Enzyklopädien und Wörterbücher	https://th-wildau.de/rvk-short/KC1000-KC2395
KC 1000 - KC 1000	Allgemeines	https://th-wildau.de/rvk-short/KC1000-KC1000
KC 1050 - KC 1275	Enzyklopädien	https://th-wildau.de/rvk-short/KC1050-KC1275
KC 1400 - KC 2395	Wörterbücher	https://th-wildau.de/rvk-short/KC1400-KC2395
KC 3000 - KC 5010	Allgemeinslawisch	https://th-wildau.de/rvk-short/KC3000-KC5010
KC 3000 - KC 3003	Allgemeines	https://th-wildau.de/rvk-short/KC3000-KC3003
KC 3050 - KC 3055	Geschichte der Slawistik	https://th-wildau.de/rvk-short/KC3050-KC3055
KC 3200 - KC 3460	Slawische Vor- und Frühgeschichte	https://th-wildau.de/rvk-short/KC3200-KC3460
KC 3500 - KC 3530	Stammesgeschichte, Ethnogenese der Slawen	https://th-wildau.de/rvk-short/KC3500-KC3530
KC 3600 - KC 3605	Slawische Anthropologie	https://th-wildau.de/rvk-short/KC3600-KC3605
KC 4700 - KC 4850	Berührungen der Slawen mit anderen Völkern	https://th-wildau.de/rvk-short/KC4700-KC4850
KC 5000 - KC 5010	Geografie und Länderkunde	https://th-wildau.de/rvk-short/KC5000-KC5010
KD	Slawische Sprachen und Literaturen i.A.	https://th-wildau.de/rvk-short/KD
KD 1000 - KD 1299	Slawische Philologie i.A.	https://th-wildau.de/rvk-short/KD1000-KD1299
KD 1350 - KD 1490	Urslawisch und Gemeinslawisch	https://th-wildau.de/rvk-short/KD1350-KD1490
KD 1550 - KD 3775	Vergleichende slawische Grammatik	https://th-wildau.de/rvk-short/KD1550-KD3775
KD 5000 - KD 8995	Slawische Literaturen i.A.	https://th-wildau.de/rvk-short/KD5000-KD8995
KE 1000 - KE 2010	Altkirchenslawisch	https://th-wildau.de/rvk-short/KE1000-KE2010
KE 1000	Allgemeines	https://th-wildau.de/rvk-short/KE1000
KE 1100 - KE 1121	Slawenmission	https://th-wildau.de/rvk-short/KE1100-KE1121
KE 1150	Schreibung und Rechtschreibung der altkirchenslawischen Literaturdenkmäler	https://th-wildau.de/rvk-short/KE1150
KE 1200 - KE 1765	Altkirchenslawische Grammatik	https://th-wildau.de/rvk-short/KE1200-KE1765
KE 1900 - KE 2010	Altkirchenslawisches Schrifttum	https://th-wildau.de/rvk-short/KE1900-KE2010
KE 5000 - KE 5700	Rusinisch	https://th-wildau.de/rvk-short/KE5000-KE5700
KE 5000 - KE 5045	Sprache	https://th-wildau.de/rvk-short/KE5000-KE5045
KE 5100 - KE 5700	Literatur	https://th-wildau.de/rvk-short/KE5100-KE5700
KF	Slawische Volksdichtung	https://th-wildau.de/rvk-short/KF
KF 1000 - KF 1485	Slawische Volksdichtung i.a.	https://th-wildau.de/rvk-short/KF1000-KF1485
KF 1500 - KF 2250	Russische Volksdichtung	https://th-wildau.de/rvk-short/KF1500-KF2250
KF 2300 - KF 2820	Ukrainische Volksdichtung	https://th-wildau.de/rvk-short/KF2300-KF2820
KF 2850 - KF 3340	Weißrussische Volksdichtung	https://th-wildau.de/rvk-short/KF2850-KF3340
KF 3400 - KF 3930	Polnische Volksdichtung	https://th-wildau.de/rvk-short/KF3400-KF3930
KF 3950 - KF 4217	Elb- und ostseeslawische Volksdichtung	https://th-wildau.de/rvk-short/KF3950-KF4217
KF 4300 - KF 4750	Sorbische Volksdichtung	https://th-wildau.de/rvk-short/KF4300-KF4750
KF 4800 - KF 5305	Tschechische Volksdichtung	https://th-wildau.de/rvk-short/KF4800-KF5305
KF 5350 - KF 5810	Slovakische Volksdichtung	https://th-wildau.de/rvk-short/KF5350-KF5810
KF 5900 - KF 6410	Slovenische Volksdichtung	https://th-wildau.de/rvk-short/KF5900-KF6410
KF 6500 - KF 7235	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Volksdichtung	https://th-wildau.de/rvk-short/KF6500-KF7235
KF 7300 - KF 7910	Bulgarische Volksdichtung	https://th-wildau.de/rvk-short/KF7300-KF7910
KF 7950 - KF 8500	Makedonische Volksdichtung	https://th-wildau.de/rvk-short/KF7950-KF8500
KG - KK	Russische Sprache und Literatur	https://th-wildau.de/rvk-short/KG-KK
KG	Russisch(e Sprache)	https://th-wildau.de/rvk-short/KG
KH 1000 - KH 2715	Russische Literatur	https://th-wildau.de/rvk-short/KH1000-KH2715
KH 3000 - KH 4600	Russische Literatur von den Anfängen bis ca. 1700 (vor Peter der Große) (incl. Russisch-Kirchenslawisch)	https://th-wildau.de/rvk-short/KH3000-KH4600
KH 5000 - KH 8000	Russische Literatur im 18. Jahrhundert	https://th-wildau.de/rvk-short/KH5000-KH8000
KI	Russische Literatur: Puskinzeit bis 1917	https://th-wildau.de/rvk-short/KI
KK	Russische Literatur: 1917 bis Gegenwart	https://th-wildau.de/rvk-short/KK
KL	Ukrainische Sprache und Literatur	https://th-wildau.de/rvk-short/KL
KL 1000 - KL 2705	Ukrainische Sprache	https://th-wildau.de/rvk-short/KL1000-KL2705
KL 4000 - KL 9990	Ukrainische Literatur	https://th-wildau.de/rvk-short/KL4000-KL9990
KM	Weißrussische Sprache und Literatur	https://th-wildau.de/rvk-short/KM
KM 1000 - KM 2605	Weißrussische Sprache	https://th-wildau.de/rvk-short/KM1000-KM2605
KM 4000 - KM 9999	Weißrussische Literatur	https://th-wildau.de/rvk-short/KM4000-KM9999
KN - KP	Polnische Sprache und Literatur	https://th-wildau.de/rvk-short/KN-KP
KN	Polnische Sprache	https://th-wildau.de/rvk-short/KN
KO 1000 - KO 2470	Polnische Literatur	https://th-wildau.de/rvk-short/KO1000-KO2470
KO 2500 - KO 5850	Polnische Literatur von den Anfängen bis 1763	https://th-wildau.de/rvk-short/KO2500-KO5850
KO 6000 - KO 9820	Polnische Literatur: Aufklärung und Romantik (1764 - 1863)	https://th-wildau.de/rvk-short/KO6000-KO9820
KP	Polnische Literatur von 1864 bis zur Gegenwart	https://th-wildau.de/rvk-short/KP
KQ	Sorbische Sprachen und Literaturen	https://th-wildau.de/rvk-short/KQ
KQ 1000 - KQ 3190	Sorbische Sprachen	https://th-wildau.de/rvk-short/KQ1000-KQ3190
KQ 4000 - KQ 7999	Sorbische Literatur	https://th-wildau.de/rvk-short/KQ4000-KQ7999
KQ 8000 - KQ 9596	Elb- und ostseeslawische Sprachen und Literaturen	https://th-wildau.de/rvk-short/KQ8000-KQ9596
KQ 8000	Allgemeines	https://th-wildau.de/rvk-short/KQ8000
KQ 8010 - KQ 8025	Sprachcharakteristik, vergleichende elb-und ostseeslawische Grammatik	https://th-wildau.de/rvk-short/KQ8010-KQ8025
KQ 8030 - KQ 8040	Lexikologie (Wortkunde)	https://th-wildau.de/rvk-short/KQ8030-KQ8040
KQ 8050 - KQ 8062	Sprachkontakt (Sprachberührungen, Spracheinflüsse)	https://th-wildau.de/rvk-short/KQ8050-KQ8062
KQ 8070 - KQ 8080	Dialektologie	https://th-wildau.de/rvk-short/KQ8070-KQ8080
KQ 8100 - KQ 8167	Namenkunde	https://th-wildau.de/rvk-short/KQ8100-KQ8167
KQ 8200 - KQ 8461	Dravänopolabisch	https://th-wildau.de/rvk-short/KQ8200-KQ8461
KQ 8500 - KQ 8806	Kaschubisch und Slovinzisch	https://th-wildau.de/rvk-short/KQ8500-KQ8806
KQ 8850 - KQ 9390	Kaschubisches Schrifttum und Literatur (außer Volksdichtung)	https://th-wildau.de/rvk-short/KQ8850-KQ9390
KQ 9400 - KQ 9596	Slawische Dialekte in Mecklenburg, Vorpommern, Brandenburg, Holstein und auf Rügen (Polabisch, Obotritisch, Rugisch, Wilzisch)	https://th-wildau.de/rvk-short/KQ9400-KQ9596
KR - KS	Tschechische Sprache und Literatur	https://th-wildau.de/rvk-short/KR-KS
KR	Tschechische Sprache	https://th-wildau.de/rvk-short/KR
KS 1000 - KS 1720	Tschechische Literatur	https://th-wildau.de/rvk-short/KS1000-KS1720
KS 1750 - KS 2990	Tschechische Literatur von den Anfängen bis 1774	https://th-wildau.de/rvk-short/KS1750-KS2990
KS 3000 - KS 7460	Tschechische Literatur: Nationale Wiedergeburt bis 1945	https://th-wildau.de/rvk-short/KS3000-KS7460
KS 7500 - KS 9999	Tschechische Literatur von 1945 bis zur Gegenwart	https://th-wildau.de/rvk-short/KS7500-KS9999
KU	Slovakische Sprache und Literatur	https://th-wildau.de/rvk-short/KU
KU 1000 - KU 2615	Slovakische Sprache	https://th-wildau.de/rvk-short/KU1000-KU2615
KU 4000 - KU 9999	Slovakische Literatur	https://th-wildau.de/rvk-short/KU4000-KU9999
KV 1000 - KV 3485	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Sprache	https://th-wildau.de/rvk-short/KV1000-KV3485
KV 1000 - KV 1004	Allgemeines	https://th-wildau.de/rvk-short/KV1000-KV1004
KV 1010 - KV 1025	Sprachcharakteristik	https://th-wildau.de/rvk-short/KV1010-KV1025
KV 1050 - KV 1100	Sprachpflege, Sprachnorm, Sprachpolitik	https://th-wildau.de/rvk-short/KV1050-KV1100
KV 1200 - KV 2080	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Gegenwartssprache	https://th-wildau.de/rvk-short/KV1200-KV2080
KV 2100 - KV 2770	Sprachgeschichte	https://th-wildau.de/rvk-short/KV2100-KV2770
KV 2800 - KV 2970	Namenkunde	https://th-wildau.de/rvk-short/KV2800-KV2970
KV 3000 - KV 3060	Sprachgeografie	https://th-wildau.de/rvk-short/KV3000-KV3060
KV 3100 - KV 3485	Dialektologie	https://th-wildau.de/rvk-short/KV3100-KV3485
KV 5000 - KV 5900	Jugoslawische Literatur	https://th-wildau.de/rvk-short/KV5000-KV5900
KV 5000	Allgemeines	https://th-wildau.de/rvk-short/KV5000
KV 5010 - KV 5130	Grenzbereiche der literarischen Forschung	https://th-wildau.de/rvk-short/KV5010-KV5130
KV 5150 - KV 5245	Literaturwissenschaft	https://th-wildau.de/rvk-short/KV5150-KV5245
KV 5250 - KV 5720	Literaturgeschichte	https://th-wildau.de/rvk-short/KV5250-KV5720
KV 5730 - KV 5738	Literaturkritik	https://th-wildau.de/rvk-short/KV5730-KV5738
KV 5750 - KV 5900	Textsammlungen jugoslawischer Literatur	https://th-wildau.de/rvk-short/KV5750-KV5900
KW	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Literatur	https://th-wildau.de/rvk-short/KW
KW 1000	Allgemeines	https://th-wildau.de/rvk-short/KW1000
KW 1010 - KW 1050	Grenzbereiche der literarischen Forschung	https://th-wildau.de/rvk-short/KW1010-KW1050
KW 1070 - KW 1140	Literaturwissenschaft	https://th-wildau.de/rvk-short/KW1070-KW1140
KW 1150 - KW 1595	Literaturgeschichte	https://th-wildau.de/rvk-short/KW1150-KW1595
KW 1600 - KW 1607	Literaturkritik	https://th-wildau.de/rvk-short/KW1600-KW1607
KW 1615	Textsammlungen	https://th-wildau.de/rvk-short/KW1615
KW 1750 - KW 3970	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Literatur von den Anfängen bis 1849	https://th-wildau.de/rvk-short/KW1750-KW3970
KW 4000 - KW 6990	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Literatur von 1850 bis 1944	https://th-wildau.de/rvk-short/KW4000-KW6990
KW 7000 - KW 9999	Bosnische/Kroatische/Montenegrinische/Serbische (Serbokroatische) Literatur von 1945 bis zur Gegenwart	https://th-wildau.de/rvk-short/KW7000-KW9999
KX	Slovenische Sprache und Literatur	https://th-wildau.de/rvk-short/KX
KX 1000 - KX 2685	Slovenische Sprache	https://th-wildau.de/rvk-short/KX1000-KX2685
KX 4000 - KX 9999	Slovenische Literatur	https://th-wildau.de/rvk-short/KX4000-KX9999
KY - KZ 3999	Bulgaristik	https://th-wildau.de/rvk-short/KY-KZ3999
KY 1000 - KY 2435	Bulgarisch(e Sprache)	https://th-wildau.de/rvk-short/KY1000-KY2435
KY 3000 - KY 3720	Bulgarische Literatur	https://th-wildau.de/rvk-short/KY3000-KY3720
KY 3750 - KY 4970	Bulgarische Literatur von den Anfängen bis 1844	https://th-wildau.de/rvk-short/KY3750-KY4970
KY 5000 - KY 9990	Bulgarische Literatur von 1845 bis 1945	https://th-wildau.de/rvk-short/KY5000-KY9990
KZ 1000 - KZ 3999	Bulgarische Literatur: 1945 bis Gegenwart	https://th-wildau.de/rvk-short/KZ1000-KZ3999
KZ 4000 - KZ 9999	Makedonische Sprache und Literatur	https://th-wildau.de/rvk-short/KZ4000-KZ9999
KZ 4000 - KZ 4725	Makedonische Sprache	https://th-wildau.de/rvk-short/KZ4000-KZ4725
KZ 6000 - KZ 9999	Makedonische Literatur	https://th-wildau.de/rvk-short/KZ6000-KZ9999
LA - LC	Ethnologie	https://th-wildau.de/rvk-short/LA-LC
LA 1000	Zeitschriften	https://th-wildau.de/rvk-short/LA1000
LB 09000 - LB 14730	Bibliografien und Nachschlagewerke	https://th-wildau.de/rvk-short/LB09000-LB14730
LB 09000 - LB 09730	Adressbücher, Verzeichnisse	https://th-wildau.de/rvk-short/LB09000-LB09730
LB 10000 - LB 10730	Bibliografien	https://th-wildau.de/rvk-short/LB10000-LB10730
LB 11000 - LB 11730	Bibliothekskataloge	https://th-wildau.de/rvk-short/LB11000-LB11730
LB 12000 - LB 12730	Enzyklopädien, Lexika, Wörterbücher	https://th-wildau.de/rvk-short/LB12000-LB12730
LB 13000 - LB 13730	Atlanten, Karten, Bildbände	https://th-wildau.de/rvk-short/LB13000-LB13730
LB 14000 - LB 14730	Übergreifende Reihen und Serien	https://th-wildau.de/rvk-short/LB14000-LB14730
LB 15000 - LB 24730	Gesamtdarstellungen und Sammelwerke	https://th-wildau.de/rvk-short/LB15000-LB24730
LB 15000 - LB 15730	Allgemeine Aufsatzsammlungen	https://th-wildau.de/rvk-short/LB15000-LB15730
LB 15800	Gesamtausgaben einzelner Autoren	https://th-wildau.de/rvk-short/LB15800
LB 16000 - LB 16730	Festschriften	https://th-wildau.de/rvk-short/LB16000-LB16730
LB 17000 - LB 17730	Feldforschungsberichte, Regionalstudien im Sinne ethnographischer Monografien	https://th-wildau.de/rvk-short/LB17000-LB17730
LB 18000 - LB 18730	Berichte von Expeditionen, Exkursionen, Reisen, populäre Darstellungen	https://th-wildau.de/rvk-short/LB18000-LB18730
LB 18800	Fiktionale Darstellungen der Ethnologie	https://th-wildau.de/rvk-short/LB18800
LB 19000 - LB 19730	Berichte von Kongressen, Tagungen	https://th-wildau.de/rvk-short/LB19000-LB19730
LB 20000 - LB 20730	Museums- und Ausstellungskataloge	https://th-wildau.de/rvk-short/LB20000-LB20730
LB 21000 - LB 21730	Zusammenfassende Materialsammlungen, Statistiken	https://th-wildau.de/rvk-short/LB21000-LB21730
LB 23000 - LB 23730	Einführungen, Lehrbücher, Ausbildung	https://th-wildau.de/rvk-short/LB23000-LB23730
LB 24000 - LB 24730	Gesamtdarstellungen, einzelnes	https://th-wildau.de/rvk-short/LB24000-LB24730
LB 25000 - LB 29730	Forschungsgeschichte	https://th-wildau.de/rvk-short/LB25000-LB29730
LB 25000 - LB 25730	Allgemeines, Theoretisches, Zusammenfassendes	https://th-wildau.de/rvk-short/LB25000-LB25730
LB 26000 - LB 26730	Ideengeschichte	https://th-wildau.de/rvk-short/LB26000-LB26730
LB 27000 - LB 27730	Personengeschichte	https://th-wildau.de/rvk-short/LB27000-LB27730
LB 27800	Personengeschichte - Einzelne Wissenschaftler	https://th-wildau.de/rvk-short/LB27800
LB 28000 - LB 28730	Institutionengeschichte	https://th-wildau.de/rvk-short/LB28000-LB28730
LB 29000 - LB 29730	Fachgrenzen und Verhältnis zu anderen Wissenschaften	https://th-wildau.de/rvk-short/LB29000-LB29730
LB 30000 - LB 31999	Theorie und Methodologie	https://th-wildau.de/rvk-short/LB30000-LB31999
LB 30000	Allgemeines, Zusammenfassendes	https://th-wildau.de/rvk-short/LB30000
LB 31000	Methodologie und methoden-/theoriekritische Ansätze	https://th-wildau.de/rvk-short/LB31000
LB 31800	Klassische ethnologische Ansätze	https://th-wildau.de/rvk-short/LB31800
LB 31850	Kulturhistorische Ansätze	https://th-wildau.de/rvk-short/LB31850
LB 31900	Interkulturelle und relativistische Ansätze	https://th-wildau.de/rvk-short/LB31900
LB 31950	Psychologische Ansätze	https://th-wildau.de/rvk-short/LB31950
LB 31960	Rassismus; Rassismusforschung	https://th-wildau.de/rvk-short/LB31960
LB 31970	Biologistische Ansätze	https://th-wildau.de/rvk-short/LB31970
LB 31999	Sonstige Richtungen	https://th-wildau.de/rvk-short/LB31999
LB 32000 - LB 33999	Methoden und Techniken	https://th-wildau.de/rvk-short/LB32000-LB33999
LB 32000	Allgemeines, Zusammenfassendes	https://th-wildau.de/rvk-short/LB32000
LB 33000	Sozialwissenschaftliche Methoden und Feldforschung	https://th-wildau.de/rvk-short/LB33000
LB 33800	Historische und philologische Methoden	https://th-wildau.de/rvk-short/LB33800
LB 33820	Autoethnographie	https://th-wildau.de/rvk-short/LB33820
LB 33900	Digitale Methoden und Umgang mit Forschungsdaten	https://th-wildau.de/rvk-short/LB33900
LB 33999	Sonstiges und einzelne Techniken	https://th-wildau.de/rvk-short/LB33999
LB 34000 - LB 37730	Ethnologie in der Praxis	https://th-wildau.de/rvk-short/LB34000-LB37730
LB 34000 - LB 34730	Ethnomuseologie	https://th-wildau.de/rvk-short/LB34000-LB34730
LB 35000 - LB 35730	Denkmalpflege	https://th-wildau.de/rvk-short/LB35000-LB35730
LB 36000 - LB 36730	Angewandte Ethnologie	https://th-wildau.de/rvk-short/LB36000-LB36730
LB 37000 - LB 37730	Berufsfelder	https://th-wildau.de/rvk-short/LB37000-LB37730
LB 37800	Populäre Ethnologie, Ethnologie und Öffentlichkeit	https://th-wildau.de/rvk-short/LB37800
LB 39000 - LB 57730	Soziale und politische Organisation und Praxis	https://th-wildau.de/rvk-short/LB39000-LB57730
LB 39000 - LB 39730	Allgemeines, Theoretisches, Zusammenfassendes	https://th-wildau.de/rvk-short/LB39000-LB39730
LB 40000 - LB 40730	Gesellschaft allgemein, Alltag und Lebensweise	https://th-wildau.de/rvk-short/LB40000-LB40730
LB 41000 - LB 41730	Familie und Verwandtschaft	https://th-wildau.de/rvk-short/LB41000-LB41730
LB 42000 - LB 42730	Soziale Gruppen und Netzwerke	https://th-wildau.de/rvk-short/LB42000-LB42730
LB 43000 - LB 43880	Lebenszyklus	https://th-wildau.de/rvk-short/LB43000-LB43880
LB 44000 - LB 44730	Ethnologische Geschlechterforschung	https://th-wildau.de/rvk-short/LB44000-LB44730
